Component,Timestamp(us),Total Allocated(MB),Total Reserved(MB),Total Active(MB),Device Type
MindSpore,1783301393851012.35,7753.054,16482.304,7753.054,NPU:0
MindSpore+GE,1783301393851012.35,7753.054,16482.304,7753.054,NPU:0
MindSpore,1783301393851029.68,7751.2615,16482.304,7751.2615,NPU:0
MindSpore+GE,1783301393851029.68,7751.2615,16482.304,7751.2615,NPU:0
MindSpore,1783301393851045.28,7753.054,16482.304,7753.054,NPU:0
MindSpore+GE,1783301393851045.28,7753.054,16482.304,7753.054,NPU:0
MindSpore,1783301393851083.44,7751.2615,16482.304,7751.2615,NPU:0
MindSpore+GE,1783301393851083.44,7751.2615,16482.304,7751.2615,NPU:0
MindSpore,1783301393851089.76,7749.469,16482.304,7749.469,NPU:0
MindSpore+GE,1783301393851089.76,7749.469,16482.304,7749.469,NPU:0
MindSpore,1783301393851136.89,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301393851136.89,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301393851172.82,7747.691,16482.304,7747.691,NPU:0
MindSpore+GE,1783301393851172.82,7747.691,16482.304,7747.691,NPU:0
MindSpore,1783301393851208.06,7747.7055,16482.304,7747.7055,NPU:0
MindSpore+GE,1783301393851208.06,7747.7055,16482.304,7747.7055,NPU:0
MindSpore,1783301393851270.77,7747.706,16482.304,7747.706,NPU:0
MindSpore+GE,1783301393851270.77,7747.706,16482.304,7747.706,NPU:0
MindSpore,1783301393851284.22,7747.7065,16482.304,7747.7065,NPU:0
MindSpore+GE,1783301393851284.22,7747.7065,16482.304,7747.7065,NPU:0
MindSpore,1783301393851313.12,7747.721,16482.304,7747.721,NPU:0
MindSpore+GE,1783301393851313.12,7747.721,16482.304,7747.721,NPU:0
MindSpore,1783301393851357.15,7747.7205,16482.304,7747.7205,NPU:0
MindSpore+GE,1783301393851357.15,7747.7205,16482.304,7747.7205,NPU:0
MindSpore,1783301393851419.32,7747.72,16482.304,7747.72,NPU:0
MindSpore+GE,1783301393851419.32,7747.72,16482.304,7747.72,NPU:0
MindSpore,1783301393851428.6,7747.7345,16482.304,7747.7345,NPU:0
MindSpore+GE,1783301393851428.6,7747.7345,16482.304,7747.7345,NPU:0
MindSpore,1783301393851457.03,7747.72,16482.304,7747.72,NPU:0
MindSpore+GE,1783301393851457.03,7747.72,16482.304,7747.72,NPU:0
MindSpore,1783301393851460.53,7747.7055,16482.304,7747.7055,NPU:0
MindSpore+GE,1783301393851460.53,7747.7055,16482.304,7747.7055,NPU:0
MindSpore,1783301393851564.88,7747.691,16482.304,7747.691,NPU:0
MindSpore+GE,1783301393851564.88,7747.691,16482.304,7747.691,NPU:0
MindSpore,1783301393851574.91,7747.7055,16482.304,7747.7055,NPU:0
MindSpore+GE,1783301393851574.91,7747.7055,16482.304,7747.7055,NPU:0
MindSpore,1783301393851653.16,7747.72,16482.304,7747.72,NPU:0
MindSpore+GE,1783301393851653.16,7747.72,16482.304,7747.72,NPU:0
MindSpore,1783301393851780.93,7747.7345,16482.304,7747.7345,NPU:0
MindSpore+GE,1783301393851780.93,7747.7345,16482.304,7747.7345,NPU:0
MindSpore,1783301393851950.76,7747.735,16482.304,7747.735,NPU:0
MindSpore+GE,1783301393851950.76,7747.735,16482.304,7747.735,NPU:0
MindSpore,1783301393852082.81,7747.7495,16482.304,7747.7495,NPU:0
MindSpore+GE,1783301393852082.81,7747.7495,16482.304,7747.7495,NPU:0
MindSpore,1783301393852247.62,7747.735,16482.304,7747.735,NPU:0
MindSpore+GE,1783301393852247.62,7747.735,16482.304,7747.735,NPU:0
MindSpore,1783301393852254.45,7747.7205,16482.304,7747.7205,NPU:0
MindSpore+GE,1783301393852254.45,7747.7205,16482.304,7747.7205,NPU:0
MindSpore,1783301393852257.02,7747.706,16482.304,7747.706,NPU:0
MindSpore+GE,1783301393852257.02,7747.706,16482.304,7747.706,NPU:0
MindSpore,1783301393852260.29,7747.7055,16482.304,7747.7055,NPU:0
MindSpore+GE,1783301393852260.29,7747.7055,16482.304,7747.7055,NPU:0
MindSpore,1783301393852349.93,7747.691,16482.304,7747.691,NPU:0
MindSpore+GE,1783301393852349.93,7747.691,16482.304,7747.691,NPU:0
MindSpore,1783301393852364.56,7747.6915,16482.304,7747.6915,NPU:0
MindSpore+GE,1783301393852364.56,7747.6915,16482.304,7747.6915,NPU:0
MindSpore,1783301393852436.9,7747.692,16482.304,7747.692,NPU:0
MindSpore+GE,1783301393852436.9,7747.692,16482.304,7747.692,NPU:0
MindSpore,1783301393852458.93,7747.6915,16482.304,7747.6915,NPU:0
MindSpore+GE,1783301393852458.93,7747.6915,16482.304,7747.6915,NPU:0
MindSpore,1783301393852472.1,7747.706,16482.304,7747.706,NPU:0
MindSpore+GE,1783301393852472.1,7747.706,16482.304,7747.706,NPU:0
MindSpore,1783301393852515.98,7747.7205,16482.304,7747.7205,NPU:0
MindSpore+GE,1783301393852515.98,7747.7205,16482.304,7747.7205,NPU:0
MindSpore,1783301393852558.44,7747.706,16482.304,7747.706,NPU:0
MindSpore+GE,1783301393852558.44,7747.706,16482.304,7747.706,NPU:0
MindSpore,1783301393852573.62,7747.7205,16482.304,7747.7205,NPU:0
MindSpore+GE,1783301393852573.62,7747.7205,16482.304,7747.7205,NPU:0
MindSpore,1783301393852611.84,7747.706,16482.304,7747.706,NPU:0
MindSpore+GE,1783301393852611.84,7747.706,16482.304,7747.706,NPU:0
MindSpore,1783301393852625.13,7747.7205,16482.304,7747.7205,NPU:0
MindSpore+GE,1783301393852625.13,7747.7205,16482.304,7747.7205,NPU:0
MindSpore,1783301393852685.05,7747.706,16482.304,7747.706,NPU:0
MindSpore+GE,1783301393852685.05,7747.706,16482.304,7747.706,NPU:0
MindSpore,1783301393852697.1,7747.7205,16482.304,7747.7205,NPU:0
MindSpore+GE,1783301393852697.1,7747.7205,16482.304,7747.7205,NPU:0
MindSpore,1783301393852735.48,7747.72,16482.304,7747.72,NPU:0
MindSpore+GE,1783301393852735.48,7747.72,16482.304,7747.72,NPU:0
MindSpore,1783301393852741.77,7747.7055,16482.304,7747.7055,NPU:0
MindSpore+GE,1783301393852741.77,7747.7055,16482.304,7747.7055,NPU:0
MindSpore,1783301393852755.57,7747.72,16482.304,7747.72,NPU:0
MindSpore+GE,1783301393852755.57,7747.72,16482.304,7747.72,NPU:0
MindSpore,1783301393852794.72,7747.7055,16482.304,7747.7055,NPU:0
MindSpore+GE,1783301393852794.72,7747.7055,16482.304,7747.7055,NPU:0
MindSpore,1783301393852801.75,7747.691,16482.304,7747.691,NPU:0
MindSpore+GE,1783301393852801.75,7747.691,16482.304,7747.691,NPU:0
MindSpore,1783301393852897.58,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301393852897.58,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301393852938.55,7776.349,16482.304,7776.349,NPU:0
MindSpore+GE,1783301393852938.55,7776.349,16482.304,7776.349,NPU:0
MindSpore,1783301393852967.82,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301393852967.82,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301393853034,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301393853034,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301393853047.66,7805.0225,16482.304,7805.0225,NPU:0
MindSpore+GE,1783301393853047.66,7805.0225,16482.304,7805.0225,NPU:0
MindSpore,1783301393853071.41,7833.695,16482.304,7833.695,NPU:0
MindSpore+GE,1783301393853071.41,7833.695,16482.304,7833.695,NPU:0
MindSpore,1783301393853149.41,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301393853149.41,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301393853220.74,7833.694,16482.304,7833.694,NPU:0
MindSpore+GE,1783301393853220.74,7833.694,16482.304,7833.694,NPU:0
MindSpore,1783301393853229.45,7862.3665,16482.304,7862.3665,NPU:0
MindSpore+GE,1783301393853229.45,7862.3665,16482.304,7862.3665,NPU:0
MindSpore,1783301393853260.27,7833.694,16482.304,7833.694,NPU:0
MindSpore+GE,1783301393853260.27,7833.694,16482.304,7833.694,NPU:0
MindSpore,1783301393853263.87,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301393853263.87,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301393853306.81,7776.349,16482.304,7776.349,NPU:0
MindSpore+GE,1783301393853306.81,7776.349,16482.304,7776.349,NPU:0
MindSpore,1783301393853315.23,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301393853315.23,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301393853380.06,7833.694,16482.304,7833.694,NPU:0
MindSpore+GE,1783301393853380.06,7833.694,16482.304,7833.694,NPU:0
MindSpore,1783301393853454.3,7862.3665,16482.304,7862.3665,NPU:0
MindSpore+GE,1783301393853454.3,7862.3665,16482.304,7862.3665,NPU:0
MindSpore,1783301393853577.51,7862.367,16482.304,7862.367,NPU:0
MindSpore+GE,1783301393853577.51,7862.367,16482.304,7862.367,NPU:0
MindSpore,1783301393853710.77,7891.0395,16482.304,7891.0395,NPU:0
MindSpore+GE,1783301393853710.77,7891.0395,16482.304,7891.0395,NPU:0
MindSpore,1783301393853874.35,7862.367,16482.304,7862.367,NPU:0
MindSpore+GE,1783301393853874.35,7862.367,16482.304,7862.367,NPU:0
MindSpore,1783301393853897.09,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301393853897.09,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301393853901.01,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301393853901.01,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301393853903.84,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301393853903.84,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301393853949.12,7776.349,16482.304,7776.349,NPU:0
MindSpore+GE,1783301393853949.12,7776.349,16482.304,7776.349,NPU:0
MindSpore,1783301393853962.16,7776.3495,16482.304,7776.3495,NPU:0
MindSpore+GE,1783301393853962.16,7776.3495,16482.304,7776.3495,NPU:0
MindSpore,1783301393854025.05,7776.35,16482.304,7776.35,NPU:0
MindSpore+GE,1783301393854025.05,7776.35,16482.304,7776.35,NPU:0
MindSpore,1783301393854052.92,7776.3495,16482.304,7776.3495,NPU:0
MindSpore+GE,1783301393854052.92,7776.3495,16482.304,7776.3495,NPU:0
MindSpore,1783301393854065.8,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301393854065.8,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301393854104.19,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301393854104.19,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301393854142.98,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301393854142.98,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301393854156.32,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301393854156.32,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301393854191.29,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301393854191.29,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301393854200.8,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301393854200.8,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301393854236.66,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301393854236.66,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301393854250,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301393854250,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301393854292.47,7833.694,16482.304,7833.694,NPU:0
MindSpore+GE,1783301393854292.47,7833.694,16482.304,7833.694,NPU:0
MindSpore,1783301393854296.71,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301393854296.71,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301393854308.51,7833.694,16482.304,7833.694,NPU:0
MindSpore+GE,1783301393854308.51,7833.694,16482.304,7833.694,NPU:0
MindSpore,1783301393854345.31,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301393854345.31,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301393854350.15,7776.349,16482.304,7776.349,NPU:0
MindSpore+GE,1783301393854350.15,7776.349,16482.304,7776.349,NPU:0
MindSpore,1783301393854397.42,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301393854397.42,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301393854425.9,7762.013,16482.304,7762.013,NPU:0
MindSpore+GE,1783301393854425.9,7762.013,16482.304,7762.013,NPU:0
MindSpore,1783301393854455.2,7776.3495,16482.304,7776.3495,NPU:0
MindSpore+GE,1783301393854455.2,7776.3495,16482.304,7776.3495,NPU:0
MindSpore,1783301393854534.14,7776.35,16482.304,7776.35,NPU:0
MindSpore+GE,1783301393854534.14,7776.35,16482.304,7776.35,NPU:0
MindSpore,1783301393854547.11,7776.3505,16482.304,7776.3505,NPU:0
MindSpore+GE,1783301393854547.11,7776.3505,16482.304,7776.3505,NPU:0
MindSpore,1783301393854579.32,7790.687,16482.304,7790.687,NPU:0
MindSpore+GE,1783301393854579.32,7790.687,16482.304,7790.687,NPU:0
MindSpore,1783301393854620.86,7790.6865,16482.304,7790.6865,NPU:0
MindSpore+GE,1783301393854620.86,7790.6865,16482.304,7790.6865,NPU:0
MindSpore,1783301393854691.09,7790.686,16482.304,7790.686,NPU:0
MindSpore+GE,1783301393854691.09,7790.686,16482.304,7790.686,NPU:0
MindSpore,1783301393854701.41,7805.0225,16482.304,7805.0225,NPU:0
MindSpore+GE,1783301393854701.41,7805.0225,16482.304,7805.0225,NPU:0
MindSpore,1783301393854732.94,7790.686,16482.304,7790.686,NPU:0
MindSpore+GE,1783301393854732.94,7790.686,16482.304,7790.686,NPU:0
MindSpore,1783301393854736.59,7776.3495,16482.304,7776.3495,NPU:0
MindSpore+GE,1783301393854736.59,7776.3495,16482.304,7776.3495,NPU:0
MindSpore,1783301393854772.53,7762.013,16482.304,7762.013,NPU:0
MindSpore+GE,1783301393854772.53,7762.013,16482.304,7762.013,NPU:0
MindSpore,1783301393854781.37,7776.3495,16482.304,7776.3495,NPU:0
MindSpore+GE,1783301393854781.37,7776.3495,16482.304,7776.3495,NPU:0
MindSpore,1783301393854844.02,7790.686,16482.304,7790.686,NPU:0
MindSpore+GE,1783301393854844.02,7790.686,16482.304,7790.686,NPU:0
MindSpore,1783301393854913.13,7805.0225,16482.304,7805.0225,NPU:0
MindSpore+GE,1783301393854913.13,7805.0225,16482.304,7805.0225,NPU:0
MindSpore,1783301393855033.46,7805.023,16482.304,7805.023,NPU:0
MindSpore+GE,1783301393855033.46,7805.023,16482.304,7805.023,NPU:0
MindSpore,1783301393855168.44,7819.3595,16482.304,7819.3595,NPU:0
MindSpore+GE,1783301393855168.44,7819.3595,16482.304,7819.3595,NPU:0
MindSpore,1783301393855329.85,7805.023,16482.304,7805.023,NPU:0
MindSpore+GE,1783301393855329.85,7805.023,16482.304,7805.023,NPU:0
MindSpore,1783301393855336.66,7790.6865,16482.304,7790.6865,NPU:0
MindSpore+GE,1783301393855336.66,7790.6865,16482.304,7790.6865,NPU:0
MindSpore,1783301393855340.36,7776.35,16482.304,7776.35,NPU:0
MindSpore+GE,1783301393855340.36,7776.35,16482.304,7776.35,NPU:0
MindSpore,1783301393855342.75,7776.3495,16482.304,7776.3495,NPU:0
MindSpore+GE,1783301393855342.75,7776.3495,16482.304,7776.3495,NPU:0
MindSpore,1783301393855389.79,7762.013,16482.304,7762.013,NPU:0
MindSpore+GE,1783301393855389.79,7762.013,16482.304,7762.013,NPU:0
MindSpore,1783301393855405,7762.0135,16482.304,7762.0135,NPU:0
MindSpore+GE,1783301393855405,7762.0135,16482.304,7762.0135,NPU:0
MindSpore,1783301393855470.77,7762.014,16482.304,7762.014,NPU:0
MindSpore+GE,1783301393855470.77,7762.014,16482.304,7762.014,NPU:0
MindSpore,1783301393855500.08,7762.0135,16482.304,7762.0135,NPU:0
MindSpore+GE,1783301393855500.08,7762.0135,16482.304,7762.0135,NPU:0
MindSpore,1783301393855510.6,7776.35,16482.304,7776.35,NPU:0
MindSpore+GE,1783301393855510.6,7776.35,16482.304,7776.35,NPU:0
MindSpore,1783301393855545.6,7790.6865,16482.304,7790.6865,NPU:0
MindSpore+GE,1783301393855545.6,7790.6865,16482.304,7790.6865,NPU:0
MindSpore,1783301393855586.87,7776.35,16482.304,7776.35,NPU:0
MindSpore+GE,1783301393855586.87,7776.35,16482.304,7776.35,NPU:0
MindSpore,1783301393855601.71,7790.6865,16482.304,7790.6865,NPU:0
MindSpore+GE,1783301393855601.71,7790.6865,16482.304,7790.6865,NPU:0
MindSpore,1783301393855645.07,7776.35,16482.304,7776.35,NPU:0
MindSpore+GE,1783301393855645.07,7776.35,16482.304,7776.35,NPU:0
MindSpore,1783301393855661.01,7790.6865,16482.304,7790.6865,NPU:0
MindSpore+GE,1783301393855661.01,7790.6865,16482.304,7790.6865,NPU:0
MindSpore,1783301393855692.56,7776.35,16482.304,7776.35,NPU:0
MindSpore+GE,1783301393855692.56,7776.35,16482.304,7776.35,NPU:0
MindSpore,1783301393855722.34,7790.6865,16482.304,7790.6865,NPU:0
MindSpore+GE,1783301393855722.34,7790.6865,16482.304,7790.6865,NPU:0
MindSpore,1783301393855762.43,7790.686,16482.304,7790.686,NPU:0
MindSpore+GE,1783301393855762.43,7790.686,16482.304,7790.686,NPU:0
MindSpore,1783301393855768.77,7776.3495,16482.304,7776.3495,NPU:0
MindSpore+GE,1783301393855768.77,7776.3495,16482.304,7776.3495,NPU:0
MindSpore,1783301393855782.82,7790.686,16482.304,7790.686,NPU:0
MindSpore+GE,1783301393855782.82,7790.686,16482.304,7790.686,NPU:0
MindSpore,1783301393855820.59,7776.3495,16482.304,7776.3495,NPU:0
MindSpore+GE,1783301393855820.59,7776.3495,16482.304,7776.3495,NPU:0
MindSpore,1783301393855827.14,7762.013,16482.304,7762.013,NPU:0
MindSpore+GE,1783301393855827.14,7762.013,16482.304,7762.013,NPU:0
MindSpore,1783301393855882.52,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301393855882.52,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301393855909.88,7754.845,16482.304,7754.845,NPU:0
MindSpore+GE,1783301393855909.88,7754.845,16482.304,7754.845,NPU:0
MindSpore,1783301393855946.27,7762.0135,16482.304,7762.0135,NPU:0
MindSpore+GE,1783301393855946.27,7762.0135,16482.304,7762.0135,NPU:0
MindSpore,1783301393856012.83,7762.014,16482.304,7762.014,NPU:0
MindSpore+GE,1783301393856012.83,7762.014,16482.304,7762.014,NPU:0
MindSpore,1783301393856025.58,7762.0145,16482.304,7762.0145,NPU:0
MindSpore+GE,1783301393856025.58,7762.0145,16482.304,7762.0145,NPU:0
MindSpore,1783301393856049.98,7769.183,16482.304,7769.183,NPU:0
MindSpore+GE,1783301393856049.98,7769.183,16482.304,7769.183,NPU:0
MindSpore,1783301393856099.36,7769.1825,16482.304,7769.1825,NPU:0
MindSpore+GE,1783301393856099.36,7769.1825,16482.304,7769.1825,NPU:0
MindSpore,1783301393856154.03,7769.182,16482.304,7769.182,NPU:0
MindSpore+GE,1783301393856154.03,7769.182,16482.304,7769.182,NPU:0
MindSpore,1783301393856163.29,7776.3505,16482.304,7776.3505,NPU:0
MindSpore+GE,1783301393856163.29,7776.3505,16482.304,7776.3505,NPU:0
MindSpore,1783301393856195.95,7769.182,16482.304,7769.182,NPU:0
MindSpore+GE,1783301393856195.95,7769.182,16482.304,7769.182,NPU:0
MindSpore,1783301393856199.57,7762.0135,16482.304,7762.0135,NPU:0
MindSpore+GE,1783301393856199.57,7762.0135,16482.304,7762.0135,NPU:0
MindSpore,1783301393856234.03,7754.845,16482.304,7754.845,NPU:0
MindSpore+GE,1783301393856234.03,7754.845,16482.304,7754.845,NPU:0
MindSpore,1783301393856242.35,7762.0135,16482.304,7762.0135,NPU:0
MindSpore+GE,1783301393856242.35,7762.0135,16482.304,7762.0135,NPU:0
MindSpore,1783301393856302.11,7769.182,16482.304,7769.182,NPU:0
MindSpore+GE,1783301393856302.11,7769.182,16482.304,7769.182,NPU:0
MindSpore,1783301393856370.83,7776.3505,16482.304,7776.3505,NPU:0
MindSpore+GE,1783301393856370.83,7776.3505,16482.304,7776.3505,NPU:0
MindSpore,1783301393856493.54,7776.351,16482.304,7776.351,NPU:0
MindSpore+GE,1783301393856493.54,7776.351,16482.304,7776.351,NPU:0
MindSpore,1783301393856626.36,7783.5195,16482.304,7783.5195,NPU:0
MindSpore+GE,1783301393856626.36,7783.5195,16482.304,7783.5195,NPU:0
MindSpore,1783301393856788.34,7776.351,16482.304,7776.351,NPU:0
MindSpore+GE,1783301393856788.34,7776.351,16482.304,7776.351,NPU:0
MindSpore,1783301393856795.22,7769.1825,16482.304,7769.1825,NPU:0
MindSpore+GE,1783301393856795.22,7769.1825,16482.304,7769.1825,NPU:0
MindSpore,1783301393856798.52,7762.014,16482.304,7762.014,NPU:0
MindSpore+GE,1783301393856798.52,7762.014,16482.304,7762.014,NPU:0
MindSpore,1783301393856801.37,7762.0135,16482.304,7762.0135,NPU:0
MindSpore+GE,1783301393856801.37,7762.0135,16482.304,7762.0135,NPU:0
MindSpore,1783301393856848.23,7754.845,16482.304,7754.845,NPU:0
MindSpore+GE,1783301393856848.23,7754.845,16482.304,7754.845,NPU:0
MindSpore,1783301393856862.11,7754.8455,16482.304,7754.8455,NPU:0
MindSpore+GE,1783301393856862.11,7754.8455,16482.304,7754.8455,NPU:0
MindSpore,1783301393856924.77,7754.846,16482.304,7754.846,NPU:0
MindSpore+GE,1783301393856924.77,7754.846,16482.304,7754.846,NPU:0
MindSpore,1783301393856951.21,7754.8455,16482.304,7754.8455,NPU:0
MindSpore+GE,1783301393856951.21,7754.8455,16482.304,7754.8455,NPU:0
MindSpore,1783301393856976.16,7762.014,16482.304,7762.014,NPU:0
MindSpore+GE,1783301393856976.16,7762.014,16482.304,7762.014,NPU:0
MindSpore,1783301393857006.6,7769.1825,16482.304,7769.1825,NPU:0
MindSpore+GE,1783301393857006.6,7769.1825,16482.304,7769.1825,NPU:0
MindSpore,1783301393857056.02,7762.014,16482.304,7762.014,NPU:0
MindSpore+GE,1783301393857056.02,7762.014,16482.304,7762.014,NPU:0
MindSpore,1783301393857067.26,7769.1825,16482.304,7769.1825,NPU:0
MindSpore+GE,1783301393857067.26,7769.1825,16482.304,7769.1825,NPU:0
MindSpore,1783301393857117.17,7762.014,16482.304,7762.014,NPU:0
MindSpore+GE,1783301393857117.17,7762.014,16482.304,7762.014,NPU:0
MindSpore,1783301393857130.55,7769.1825,16482.304,7769.1825,NPU:0
MindSpore+GE,1783301393857130.55,7769.1825,16482.304,7769.1825,NPU:0
MindSpore,1783301393857179.96,7762.014,16482.304,7762.014,NPU:0
MindSpore+GE,1783301393857179.96,7762.014,16482.304,7762.014,NPU:0
MindSpore,1783301393857193.87,7769.1825,16482.304,7769.1825,NPU:0
MindSpore+GE,1783301393857193.87,7769.1825,16482.304,7769.1825,NPU:0
MindSpore,1783301393857231.16,7769.182,16482.304,7769.182,NPU:0
